cd_cnpj;flag_matriz;dt_abertura;nm_razao_social;cd_natureza_juridica;de_natureza_juridica;nm_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;de_situacao;de_classif_natureza_juridica
04105934000220;NÃO;3/19/2012;MERCO LINE TRANSPORTES EIRELI ME;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RUA DO MAGISTERIO;85875000;CENTRO;SANTA TEREZINHA DE ITAIPU;PR;ATIVA;PRIVADO
12227730000290;NÃO;9/14/2010;P H LOGISTICA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;SEM INFORMACAO;SEM INFORMACAO;SEM INFORMACAO;SEM INFORMACAO;SEM INFORMACAO;BAIXADA;PRIVADO
76385178000160;SIM;8/24/1982;HOTEL E RESTAURANTE PAMPAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA BR 116;83880000;SEM INFORMACAO;RIO NEGRO;PR;ATIVA;PRIVADO
78167046006470;NÃO;3/8/1999;INKAFARMA COMERCIO FARMACEUTICO SA;2054;SOCIEDADE ANONIMA FECHADA;RUA CARLOS DE CARVALHO;80730200;BATEL;CURITIBA;PR;ATIVA;PRIVADO
02589926000190;SIM;5/15/1998;MCR TRANSPORTES RODOVIARIO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA BURITIS;74917380;VILA ALZIRA;APARECIDA DE GOIANIA;GO;ATIVA;PRIVADO
15301774000120;SIM;4/2/2012;JURANDIR TORRES SIQUEIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA MARECHAL COSTA E SILVA;55200000;CENTENARIO;PESQUEIRA;PE;ATIVA;PRIVADO
11778440000190;SIM;4/6/2010;FABIO ROCHA GALINDO MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA ENGENHEIRO ALVES DE SOUZA;51170300;IMBIRIBEIRA;RECIFE;PE;ATIVA;PRIVADO
15808020000160;SIM;6/20/2012;FERRARI & OLIVEIRA COSMETICOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA TOCANTINS;14060560;IPIRANGA;RIBEIRAO PRETO;SP;ATIVA;PRIVADO
15803702000180;SIM;9/25/2007;PARTIDO REPUBLICANO BRASILEIRO PRB;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;RUA PROJETADA;29680000;SANTO AFONSO;JOAO NEIVA;ES;ATIVA;PUBLICO
00580853000140;SIM;4/25/1995;DISK FIO MATERIAIS ELETRICOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA PRESIDENTE KENNEDY;11709000;SOLEMAR;PRAIA GRANDE;SP;ATIVA;PRIVADO
07014548000210;NÃO;11/28/2008;OBJETIVA LAGOA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MARIA RODRIGUES;33500971;CENTRO;CONFINS;MG;ATIVA;PRIVADO
92683002000140;SIM;4/20/1989;MADEIREIRA PORTICO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GENERAL ARCY DA ROCHA NOBREGA;95040000;JARDIM AMERICA;CAXIAS DO SUL;RS;BAIXADA;PRIVADO
09051148000120;SIM;9/11/2007;HAYDE DA CRUZ VIANA SILVA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA PRESIDENTE GETULIO VARGAS;45998400;VILA VARGAS;TEIXEIRA DE FREITAS;BA;ATIVA;PRIVADO
05196451000160;SIM;7/25/2002;J G CONSULTORIA EM INFORMATICA LTDA ME;2240;SOCIEDADE SIMPLES LIMITADA;SEM INFORMACAO;SEM INFORMACAO;SEM INFORMACAO;SEM INFORMACAO;SEM INFORMACAO;BAIXADA;PRIVADO
04623754000230;NÃO;2/22/2005;L DE JESUS DE ALMEIDA BARBOSA JUNIOR ME;2135;EMPRESARIO INDIVIDUAL;SETOR ALMOXARIFADO CENTRAL;68275000;PORTO TROMBETAS;ORIXIMINA;PA;ATIVA;PRIVADO
00359256000190;SIM;12/21/1994;LOGOPLASTE DO BRASIL LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;ALAMEDA SANTOS;01419001;CERQUEIRA CESAR;SAO PAULO;SP;ATIVA;PRIVADO
14227486000100;SIM;8/23/2011;SINEUZA CANGERANA DE ABREU GALVAO ME;2135;EMPRESARIO INDIVIDUAL;RUA ZECA MIRANDA;47600000;LAGOA GRANDE;BOM JESUS DA LAPA;BA;ATIVA;PRIVADO
27231588000140;SIM;10/14/1974;MANUEL JOAQUIM GONCALVES;2135;EMPRESARIO INDIVIDUAL;RUA SETE DE SETEMBRO;29100301;CENTRO;VILA VELHA;ES;BAIXADA;PRIVADO
04073175000180;SIM;9/28/2000;R L A MOVEIS E DECORACOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ARACA;88215000;SERTAOZINHO;BOMBINHAS;SC;ATIVA;PRIVADO
17496860000160;SIM;7/25/1983;CONSERVADORA SAVASSI LTDA ME;2240;SOCIEDADE SIMPLES LIMITADA;RUA FLOR DE ORQUIDEA;31255510;SANTA ROSA;BELO HORIZONTE;MG;ATIVA;PRIVADO
08022422000170;SIM;5/11/2006;ASSOCIACAO DOS PARTICIPANTES DO PROGRAMA CASA DA FAMILIA RESIDENCIAL IRATI NHAPINDAZAL 2 FASE DO MUNICIPIO DE IRATI;3999;ASSOCIACAO PRIVADA;RUA TRES;84500000;NHAPINDAZAL;IRATI;PR;ATIVA;PRIVADO
62427042000160;SIM;2/23/1990;DOLORES ROSA CANDIDA CARAGUATATUBA ME;2135;EMPRESARIO INDIVIDUAL;RUA VEREADOR ANTONIO CRUZ AROUCA;11665100;INDAIA;CARAGUATATUBA;SP;ATIVA;PRIVADO
02791510000400;NÃO;4/6/2001;W 3 CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA;2240;SOCIEDADE SIMPLES LIMITADA;AVENIDA AUGUSTO MEYER;90550110;HIGIENOPOLIS;PORTO ALEGRE;RS;ATIVA;PRIVADO
07211309000170;SIM;2/3/2005;L R CAETANO PIMENTEL ME;2135;EMPRESARIO INDIVIDUAL;RUA SIMIAO ARRAYA;78600000;VISTA ALEGRE;BARRA DO GARCAS;MT;ATIVA;PRIVADO
08664106000100;SIM;11/27/2006;MELO TELECOMUNICACOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA BERNARDO SAYAO;76330000;RESIDENCIAL PRIMAVERA;JARAGUA;GO;ATIVA;PRIVADO
05301411014000;NÃO;12/22/2010;IGREJA EVANGELICA ASSEMBLEIA DE DEUS;3220;ORGANIZACAO RELIGIOSA;RUA NAUTICO CLUBE;65900970;BALNEARIO;IMPERATRIZ;MA;ATIVA;PRIVADO
09430001000140;SIM;11/28/2007;TECNO SPORT LOCACAO DE QUADRA ESPORTIVA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOSE ESTEVES DE AVILA;34006100;JARDINAVES;NOVA LIMA;MG;ATIVA;PRIVADO
14166241000110;SIM;8/23/2011;HILARION RENE LECONA CONDORI MEI;2135;EMPRESARIO INDIVIDUAL;RUA TENENTE MIGUEL DELIA;08021090;VILA ROSARIA;SAO PAULO;SP;ATIVA;PRIVADO
04229325000100;SIM;1/10/2001;ANA REGILENE OLIVEIRA MOTA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA 4;62750000;IDEAL;ARACOIABA;CE;ATIVA;PRIVADO
15815016000120;SIM;7/12/2011;PARTIDO SOCIAL DEMOCRATA CRISTAO PSDC VILA VALERIO;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;RUA MANOEL MATIAS;29785000;BOA VISTA;VILA VALERIO;ES;ATIVA;PUBLICO
13952583000100;SIM;6/30/2011;STILLO LIMPEZA CONSERVACAO E SERVICOS URBANOS EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ANTONIO ROSIQUE GARCIA;13056105;JARDIM AERONAVE DE VIRACOPOS;CAMPINAS;SP;ATIVA;PRIVADO
06262301000170;SIM;4/27/2004;SOLUCAO EDIFICACAO MANUTENCAO E INSTALACAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JAPAO;09240171;JARDIM SANTO ANTONIO;SANTO ANDRE;SP;ATIVA;PRIVADO
44419448000110;SIM;1/22/1973;MITALMOVEIS INDUSTRIA DE MOVEIS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BRIGADEIRO FARIA LIMA;16078030;PARQUE INDUSTRIAL;ARACATUBA;SP;ATIVA;PRIVADO
08287354000170;SIM;9/13/2006;DANILO MAGNO DE OLIVEIRA;4120;PRODUTOR RURAL PESSOA FISICA;FAZENDA CACHOEIRA;12530000;CACHOEIRA;CUNHA;SP;ATIVA;PRIVADO
34028316776330;NÃO;8/26/2005;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;2011;EMPRESA PUBLICA;RUA SALINAS;39563972;CENTRO;SANTA CRUZ DE SALINAS;MG;ATIVA;PUBLICO
57950099000100;SIM;9/14/1987;WILSON CARLOS DOS SANTOS ME;2135;EMPRESARIO INDIVIDUAL;RODOVIA PRESIDENTE DUTRA;12281260;PARQUE RESIDENCIAL NOVA CACAPAVA;CACAPAVA;SP;ATIVA;PRIVADO
26144899000100;SIM;10/8/1992;CONDOMINIO DO EDIFICIO RECANTO DO IPE;3085;CONDOMINIO EDILICIO;RUA NELSON GOMES CARVALHO;36035410;VALE DO IPE;JUIZ DE FORA;MG;ATIVA;PRIVADO
11346065000100;SIM;11/17/2009;P S GOMES BORGES ME;2135;EMPRESARIO INDIVIDUAL;TRAVESSA WE;67140610;CIDADE NOVA;ANANINDEUA;PA;ATIVA;PRIVADO
73808768000160;SIM;11/29/1993;CONDOMINIO EDIFICIO BUENOS AIRES;3085;CONDOMINIO EDILICIO;RUA DOM PEDRO I;80620010;AGUA VERDE;CURITIBA;PR;ATIVA;PRIVADO
51718716000160;SIM;9/18/1979;J S EMPREITEIROS DE MAO DE OBRA LTDA;2127;SOCIEDADE EM CONTA DE PARTICIPACAO;RUA BEATRIZ DE MELO;01001010;VILA PROGRESSO;SAO PAULO;SP;ATIVA;PRIVADO
70230784000120;SIM;12/14/1993;TACIANO TENORIO CORDEIRO ME;2135;EMPRESARIO INDIVIDUAL;PRACA D PEDRO II;55330000;CENTRO;BOM CONSELHO;PE;ATIVA;PRIVADO
05650147000140;SIM;5/16/2003;GILSON NUNES DE SOUZA CONSTRUTORA;2135;EMPRESARIO INDIVIDUAL;RUA FELISBINO DOS SANTOS;05142080;CHACARA INGLESA;SAO PAULO;SP;ATIVA;PRIVADO
13045903000130;SIM;12/27/2010;DOUGLAS ANDRADE VARELA DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA JOAO ALVES BERENGUER;53635155;CRUZ DE REBOUCAS;IGARASSU;PE;ATIVA;PRIVADO
09615057000170;SIM;4/28/2008;M C DE SOUZA ABRA MATERIAIS PARA CONSTRUCAO ME;2135;EMPRESARIO INDIVIDUAL;RUA CAPITAO LOURIVAL MEY;13184470;REMANSO CAMPINEIRO;HORTOLANDIA;SP;ATIVA;PRIVADO
26102814000120;SIM;10/6/1989;PORTERRA CONSTRUTORA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA PREFEITO ALENCAR RIBEIRO;36780000;DISTRITO INDUSTRIAL;ASTOLFO DUTRA;MG;ATIVA;PRIVADO
07204953000110;SIM;6/17/2004;MAGIA SURPRESAS & KOISAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PROFESSOR ERNESTINA RIBEIRO;13209180;JARDIM PARIS;JUNDIAI;SP;ATIVA;PRIVADO
04114269000150;SIM;10/24/2000;SCHOENSTATT COMERCIO E REPRESENTACAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CANUDOS;92030050;ESTANCIA VELHA;CANOAS;RS;ATIVA;PRIVADO
04415928017910;NÃO;10/27/2010;LOJAS BECKER LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MARECHAL DEODORO DA FONSECA;95330000;CENTRO;VERANOPOLIS;RS;ATIVA;PRIVADO
08935238000110;SIM;7/10/2007;TARUMA LOCADORA DE VEICULOS & TURISMO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GONCALVES DIAS;76980000;CENTRO;VILHENA;RO;ATIVA;PRIVADO
08576479000110;SIM;12/21/2006;CHRYSANTHEMUM REPRESENTACOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DA CONSOLATA;69301011;CENTRO;BOA VISTA;RR;ATIVA;PRIVADO
12621428000130;SIM;10/4/2010;ERIC CABRAL NEDER MEI;2135;EMPRESARIO INDIVIDUAL;RUA LEOPOLDO PEREIRA LIMA;58059200;MANGABEIRA;JOAO PESSOA;PB;ATIVA;PRIVADO
34028316733100;NÃO;8/4/2003;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;2011;EMPRESA PUBLICA;RUA DAS SERINGUEIRAS;78556008;JARDIM BOTANICO;SINOP;MT;ATIVA;PUBLICO
04650625000150;SIM;8/30/2001;C S P MACHADO ME;2135;EMPRESARIO INDIVIDUAL;RUA LEOPOLDO MACHADO;68905160;CENTRAL;MACAPA;AP;ATIVA;PRIVADO
12694636000160;SIM;10/20/2010;NEILA MENDES GURGEL ME;2135;EMPRESARIO INDIVIDUAL;RUA ARTUR BERNARDES;35450000;CENTRO;ITABIRITO;MG;ATIVA;PRIVADO
05914949000110;NÃO;10/3/2003;KTX CALCADOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA 28 DE ABRIL;35160004;CENTRO;IPATINGA;MG;BAIXADA;PRIVADO
07701842000110;SIM;10/21/2005;ICARO FERNANDES BARRETO ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA LOTHAR WALDEMAR HOEHNE;08775000;JARDIM NAUTICO;MOGI DAS CRUZES;SP;ATIVA;PRIVADO
34028316196920;NÃO;4/4/1974;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;2011;EMPRESA PUBLICA;AVENIDA JOAQUIM JOSE DE SANTANA;88230970;CENTRO;CANELINHA;SC;ATIVA;PUBLICO
10906064000100;SIM;6/18/2009;AMARAL MAIA SERVICOS PARALEGAIS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BENJAMIM CONSTANT;15015600;VILA IMPERIAL;SAO JOSE DO RIO PRETO;SP;ATIVA;PRIVADO
16955054000140;SIM;10/3/2012;MORGANA GARCIA DEON MEI;2135;EMPRESARIO INDIVIDUAL;RUA ZOLMAR MACHADO DOS SANTOS;92425507;SAO JOSE;CANOAS;RS;ATIVA;PRIVADO
71466288000990;NÃO;12/17/1992;FUNDACAO UBALDINO DO AMARAL;3069;FUNDACAO PRIVADA;RUA MONSENHOR SOARES;18200009;CENTRO;ITAPETININGA;SP;BAIXADA;PRIVADO
23881006000200;NÃO;7/4/1988;DISTRIBUIDORA DE BEBIDAS MIRIM LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DO CARMO;33010200;CENTRO;SANTA LUZIA;MG;ATIVA;PRIVADO
05809206000180;SIM;5/22/2003;ISAIAS SILVA ARAGAO ME;2135;EMPRESARIO INDIVIDUAL;PRACA DURVAL DE ANDRADE;49035020;ATALAIA VELHA;ARACAJU;SE;ATIVA;PRIVADO
66746819000100;SIM;8/13/1991;ZELIA A SIMOES BENTO ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA RIO GRANDE;16370000;CENTRO;PROMISSAO;SP;ATIVA;PRIVADO
42151563000120;SIM;10/14/1992;CLAUDIA HIEDA LISBOA PEREIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA SANTA RITA;43900000;CENTRO;SAO FRANCISCO DO CONDE;BA;ATIVA;PRIVADO
02856760000120;SIM;11/6/1998;ALUISIO COSTANTI ME;2135;EMPRESARIO INDIVIDUAL;RUA DARIO A OLIVEIRA;12720690;VILA NOVAES;CRUZEIRO;SP;ATIVA;PRIVADO
08075120000160;SIM;5/5/2006;ADRIANO LEOPOLDO GONCALVES ME;2135;EMPRESARIO INDIVIDUAL;RUA ALTINO PEREIRA DE LIMA;83900000;CENTRO;SAO MATEUS DO SUL;PR;ATIVA;PRIVADO
07892657000150;SIM;3/9/2006;FLORICULTURA CELESTIAL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA MATEO BEI;03949100;SAO MATEUS;SAO PAULO;SP;BAIXADA;PRIVADO
04635270000120;SIM;8/24/2001;A R DALLA COSTA & CIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ITORORO;87010460;ZONA 2;MARINGA;PR;BAIXADA;PRIVADO
02758285000150;SIM;9/21/1998;EVALDO OSCAR TEIXEIRA;2135;EMPRESARIO INDIVIDUAL;RUA CONDE DOS ARCOS;94475130;VILA SANTA LAURA;VIAMAO;RS;BAIXADA;PRIVADO
05532555000360;NÃO;5/28/2012;EOLICA ICARAIZINHO GERACAO E COMERCIALIZACAO DE ENERGIA SA;2054;SOCIEDADE ANONIMA FECHADA;AVENIDA SANTOS DUMONT;60150160;ALDEOTA;FORTALEZA;CE;ATIVA;PRIVADO
11933561000240;NÃO;6/6/1972;FRANCISCO ELIAS DA SILVA;2135;EMPRESARIO INDIVIDUAL;PRACA CASTELO BRANCO;56230000;CENTRO;EXU;PE;BAIXADA;PRIVADO
12295457000150;SIM;11/13/1987;AUTOPECAS BETIM LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA EDUARDO GIRAO;60415000;BENFICA;FORTALEZA;CE;BAIXADA;PRIVADO
13104534000100;SIM;7/28/1982;COMERCIAL DE ESTIVAS FALCAO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MARECHAL DEODORO;44002064;CENTRO;FEIRA DE SANTANA;BA;BAIXADA;PRIVADO
12955615000150;SIM;12/3/2010;DAVINA BUENO UHNO ME;2135;EMPRESARIO INDIVIDUAL;RUA DOS JASMINS;85804390;GUARUJA;CASCAVEL;PR;BAIXADA;PRIVADO
12760658000180;SIM;2/2/1967;JOAO OLIVEIRA CARNAUBA;2135;EMPRESARIO INDIVIDUAL;RUA ORLANDO BUGARIM;57800000;CENTRO;UNIAO DOS PALMARES;AL;BAIXADA;PRIVADO
12840658000190;SIM;1/21/1988;RB REPRESENTACOES E COMERCIO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;LOTEAMENTO SANTA LUCIA;57082560;SANTA LUCIA;MACEIO;AL;BAIXADA;PRIVADO
17617739000140;SIM;11/12/1982;CLEBIO TAVARES DA SILVA;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR QUERUBINHO;35170460;CENTRO;CORONEL FABRICIANO;MG;BAIXADA;PRIVADO
10097218000160;SIM;7/9/2008;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR PR PTB;3999;ASSOCIACAO PRIVADA;RUA CORNELIO PROCOPIO;86850000;CENTRO;ROSARIO DO IVAI;PR;BAIXADA;PRIVADO
26069302000100;SIM;9/15/1989;JOANA FERREIRA PACHECO;2135;EMPRESARIO INDIVIDUAL;AVENIDA DO CONTORNO;30110067;BARRO PRETO;BELO HORIZONTE;MG;BAIXADA;PRIVADO
10182727000190;SIM;7/18/2008;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR PA PMN;3999;ASSOCIACAO PRIVADA;AVENIDA TV SANTO ANTONIO;68445000;CENTRO;BARCARENA;PA;BAIXADA;PRIVADO
33659483000190;SIM;11/19/1971;MERCEARIA ARCOZELO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA LINS DE VASCONCELOS;20710130;LINS DE VASCONCELOS;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO
01832938000130;SIM;4/15/1997;UNIVERSO SERVICOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA BENTO XV;04430070;VILA MISSIONARIA;SAO PAULO;SP;BAIXADA;PRIVADO
10115526000170;SIM;7/12/2008;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR SP PSC;3999;ASSOCIACAO PRIVADA;AVENIDA PADROEIRA DO BRASIL;12570000;AROEIRA;APARECIDA;SP;BAIXADA;PRIVADO
11776499000140;SIM;12/18/1986;J M P MOREIRA;2135;EMPRESARIO INDIVIDUAL;PRACA SANTO ANTONIO;65238970;CENTRO;PALMEIRANDIA;MA;ATIVA;PRIVADO
08753523000110;SIM;4/5/2007;APARECIDO ENIO DE PAULA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA MESSIAS V FERREIRA;15895000;CENTRO;CEDRAL;SP;BAIXADA;PRIVADO
93193183000190;SIM;12/8/1989;FREITAS COMERCIO DE CORTINAS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA FLORINHA;90820050;CAVALHADA;PORTO ALEGRE;RS;BAIXADA;PRIVADO
89867998000130;SIM;6/19/1979;TECNIVIDRO COMERCIO E IMPORTACAO DE VIDROS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BARAO DO TRIUNFO;90130100;MENINO DEUS;PORTO ALEGRE;RS;BAIXADA;PRIVADO
50024710000120;SIM;5/14/1982;FRANCISCA PAULA PESSOA;2135;EMPRESARIO INDIVIDUAL;RUA JOSE LACERDA;04377030;VILA MIRA;SAO PAULO;SP;BAIXADA;PRIVADO
61546768000150;SIM;10/23/1989;M A DA SILVA SOUZA FRANCO;2135;EMPRESARIO INDIVIDUAL;RUA ZANIN;12608370;SANTO ANTONIO;LORENA;SP;BAIXADA;PRIVADO
58100751000160;SIM;10/15/1987;PETFLO REPRESENTACOES COMERCIAIS LTDA;2240;SOCIEDADE SIMPLES LIMITADA;RUA ABURA;02542110;SITIO DO MANDAQUI;SAO PAULO;SP;BAIXADA;PRIVADO
66903824000180;SIM;9/13/1991;ZANK DISTRIBUIDORA DE ALIMENTOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SOLDADO JOAO DE OLIVEIRA;05140000;CHACARA INGLESA;SAO PAULO;SP;BAIXADA;PRIVADO
63727564000140;SIM;9/20/1991;D S P SANTANA ME;2135;EMPRESARIO INDIVIDUAL;RUA LOBO D ALMADA;69010030;CENTRO;MANAUS;AM;BAIXADA;PRIVADO
63547814000160;SIM;7/16/1991;F DE ASSIS MONTEIRO;2135;EMPRESARIO INDIVIDUAL;AVENIDA DESEMBARGADOR MOREIRA;60170002;ALDEOTA;FORTALEZA;CE;BAIXADA;PRIVADO
84307461000100;SIM;11/25/1992;CEMAR CONSTRUCOES E DECORACOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA CEARA;69900460;CENTRO;RIO BRANCO;AC;BAIXADA;PRIVADO
10150905000100;SIM;7/15/2008;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL UNICO MG PSL;3999;ASSOCIACAO PRIVADA;AVENIDA CORONEL MOACIR JOSE DA SILVA;39508000;CENTRO;JAIBA;MG;BAIXADA;PRIVADO
29201068000110;SIM;11/11/1975;ADILSON DE ALENCAR ARAUJO ME;2135;EMPRESARIO INDIVIDUAL;TRAVESSA MANOEL DUARTE;28623510;OLARIA;NOVA FRIBURGO;RJ;BAIXADA;PRIVADO
27328574000140;SIM;9/4/1981;ALFREDO FERREIRA COUTO ME;2135;EMPRESARIO INDIVIDUAL;RUA PADRE ANTONIO;29052290;PRAIA DO SUA;VITORIA;ES;BAIXADA;PRIVADO
89718076000160;SIM;2/28/1984;COMAGIO COMERCIO DE MAQUINAS AGRICOLAS GIONGO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA JOAO PEDRO DE MOURA;98550000;SEM INFORMACAO;REDENTORA;RS;BAIXADA;PRIVADO
91638643000110;SIM;4/23/1987;RUBEN BUTH;2135;EMPRESARIO INDIVIDUAL;RUA DALTRO FILHO;95890000;TEUTONIA;TEUTONIA;RS;BAIXADA;PRIVADO
87022695000190;SIM;7/10/1980;ARISTILIANO ANDRADE DE CAMARGO;2135;EMPRESARIO INDIVIDUAL;RUA SANTANA;90040000;SANTANA;PORTO ALEGRE;RS;BAIXADA;PRIVADO
10191504000190;SIM;7/21/2008;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR SP PDT;3999;ASSOCIACAO PRIVADA;RUA LAZARO FERNANDES PINHEIRO;18860000;CENTRO;TIMBURI;SP;BAIXADA;PRIVADO
89442917000150;SIM;10/21/1983;GASPAROTTO & DELAZERI LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BENTO GONCALVES;95950000;CENTRO;NOVA BRESCIA;RS;BAIXADA;PRIVADO
90749458000130;SIM;8/7/1979;ENGETEC ENGENHARIA E REPRESENTACOES TECNICAS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;PRACA RUY BARBOSA;91220580;CENTRO;PORTO ALEGRE;RS;BAIXADA;PRIVADO
82849365000150;SIM;11/30/1990;MORAGE EMPREITEIRA DE MAO DE OBRA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA GETULIO VARGAS;89202205;BUCAREIN;JOINVILLE;SC;BAIXADA;PRIVADO
93894269000140;SIM;3/5/1991;SLOVA COMERCIO E REPRESENTACOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA LOURENCO PERGHER;95082120;PANAZZOLO;CAXIAS DO SUL;RS;BAIXADA;PRIVADO
97059513000100;SIM;11/22/1993;GELDO TOUGUINHA XIMENDES;2135;EMPRESARIO INDIVIDUAL;RUA TEIXEIRA JUNIOR;96200540;CIDADE NOVA;RIO GRANDE;RS;BAIXADA;PRIVADO
45305976000100;SIM;12/12/1973;TRANSCITRUS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SILVIO SALLATA;14700444;CENTENARIO;BEBEDOURO;SP;BAIXADA;PRIVADO
03228059000120;SIM;6/11/1999;CENTRO EDUCACIONAL DO BARBALHO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JORNALISTA GILBERTO OSORIO;50690300;IPUTINGA;RECIFE;PE;ATIVA;PRIVADO
09088671000120;SIM;9/18/2007;WE 3 CONTABILIDADE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA FRANCISCO CARVALHO DE ANDRADE;14270000;CENTRO;SANTA ROSA DE VITERBO;SP;ATIVA;PRIVADO
09191837000130;SIM;10/15/2007;A R COSTI ME;2135;EMPRESARIO INDIVIDUAL;RUA EDUARDO AMBUBA;05725050;VILA ANDRADE;SAO PAULO;SP;ATIVA;PRIVADO
14639022000100;SIM;10/27/2011;BEATRIZ DA COSTA MATOS ME;2135;EMPRESARIO INDIVIDUAL;QUADRA 4;72870104;VALPARAISO II;VALPARAISO DE GOIAS;GO;ATIVA;PRIVADO
01821021000300;NÃO;3/4/1999;S MOURA COMERCIAL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BEBEDOURO;09920230;VILA MARIA LEONOR;DIADEMA;SP;ATIVA;PRIVADO
14619204000110;SIM;11/16/2011;JOAO PAULO RIBEIRO DE SOUSA MEI;2135;EMPRESARIO INDIVIDUAL;RUA SAO FRANCISCO;62880502;MANGUEIRAL;HORIZONTE;CE;ATIVA;PRIVADO
11654313000180;SIM;3/1/2010;RAUL CEZAR BAHLS DE MELLO ME;2135;EMPRESARIO INDIVIDUAL;RUA ANTONIO VICENTE SILVA;83255000;BALNEARIO IPANEMA;PONTAL DO PARANA;PR;ATIVA;PRIVADO
